Sample File;C:\PartyLab\SMPS\202205101400_SMPS.S80
Classifier Model;3080
DMA Model;3081
DMA Inner Radius(cm);0.00937
DMA Outer Radius(cm);0.01961
DMA Characteristic Length(cm);0.44369
CPC Model;3772
Reference Gas Viscosity (Pa*s);1.83245e-005
Reference Mean Free Path (m);6.73e-008
Reference Gas Temperature (K);296.15
Reference Gas Pressure (kPa);101.3
Channels/Decade;64
Multiple Charge Correction;TRUE
Nanoparticle Aggregate Mobility Analysis;FALSE
Diffusion Correction;TRUE
Gas Density;0.0012
Units;dw/dlogDp
Weight;Number
2178;05/18/22;04:35:53;13.6;76.2;8.592062e-008;1.787224e-005;;38.1662;0;0;0;0;0;0;0;32.5161;10.0332;31.945;50.4385;58.6585;52.5314;63.1521;63.7477;111.609;121.929;89.677;185.11;106.718;179.81;132.185;148.578;196.416;218.294;278.068;203.891;258.065;297.672;287.375;420.682;426.205;484.445;456.981;370.959;437.726;407.968;460.924;438.615;446.315;442.673;498.261;485.864;495.016;500.617;436.515;473.015;454.632;388.36;464.732;358.388;294.995;391.233;452.373;332.04;390.948;301.996;312.842;318.094;329.557;324.399;281.577;381.605;309.496;413.032;377.803;339.729;399.595;407.971;453.737;370.258;352.741;320.208;391.962;309.48;389.407;319.525;360.886;380.499;349.216;334.844;272.179;294.881;311.507;273.689;260.996;177.195;184.183;159.984;152.981;135.333;100.55;87.2075;99.4318;73.6908;37.6426;38.5969;20.0954;25.2264;15.9303;10.3869;10.9511;36.6014;6.95966;15.1414;280;20;FALSE;1;None;5;1;1;1;10.919;9618.55;11.9709;542.469;1.2;IZO;Normal Scan;1.129;4.13645;1000;81.8723;112.009;85.9223;61.5265;2.08943;407.17;
2179;05/18/22;04:40:53;13.6;76.2;8.581919e-008;1.787224e-005;;0;33.5094;0;0;0;0;0;35.6752;32.4956;14.8304;26.392;2.45785;33.8153;32.7722;112.102;73.3056;103.027;53.5107;105.263;89.2596;166.555;136.938;185.808;160.094;263.528;213.087;252.891;287.831;265.476;284.837;421.021;338.274;398.284;414.089;412.152;419.769;476.728;389.812;479.897;420.876;528.759;453.492;515.632;454.755;540.417;485.081;568.073;452.423;427.189;424.698;484.752;375.389;418.846;355.376;379.104;346.948;325.053;388.857;376.616;258.187;311.041;338.251;475.838;400;404.891;409.676;474.591;428.296;405.334;482.795;483.697;521.32;551.178;449.158;406.435;485.412;468.407;431.526;471.917;418.614;417.474;468.553;395.398;313.74;332.771;301.232;267.865;252.019;228.105;143.811;205.907;118.365;126.204;104.102;67.3658;61.7612;44.1884;38.0814;29.4117;38.0192;29.2918;15.2686;4.58341;10.2207;3.47938;7.058;280;20;FALSE;1;None;5;1;1;1;10.9317;9621.77;11.9709;542.469;1.2;IZO;Normal Scan;1.129;4.13645;1000;89.0703;116.456;90.3103;63.7804;2.07781;445.917;
2180;05/18/22;04:45:53;13.6;76.2;8.581919e-008;1.787224e-005;;0;0;0;0;0;0;39.2491;17.8376;16.2478;0;40.1304;26.2002;23.4508;54.6203;67.0387;36.3936;133.726;52.8983;143.8;180.817;161.794;162.284;137.185;119.473;262.9;204.331;175.385;246.426;328.475;250.642;292.116;299.492;349.911;363.786;321.513;412.05;455.099;368.629;444.689;453.666;407.942;476.529;473.733;486.633;438.812;481.678;476.774;463.633;428.248;438.789;379.387;372.328;307.722;399.873;314.434;343.382;325.615;287.99;345.68;407.592;383.008;386.841;454.846;409.833;449.546;406.356;409.845;426.879;473.145;525.435;492.161;522.095;464.826;462.596;485.292;496.927;503.407;576.752;585.403;480.637;445.873;373.9;370.221;345.789;345.167;330.442;345.642;268.365;209.508;167.766;135.809;135.483;98.8441;142.516;89.6767;101.234;80.5742;36.2567;25.0167;19.1251;9.68592;19.76;3.36081;27.2551;7.26509;10.2763;280;20;FALSE;1;None;5;1;1;1;10.9317;9621.77;11.9709;542.469;1.2;IZO;Normal Scan;1.129;4.13645;1000;98.2616;120.976;94.0387;201.691;2.08402;441.245;
2181;05/18/22;04:50:53;13.6;76.3;8.577419e-008;1.787224e-005;;0;0;0;0;0;0;19.6186;17.8324;0;0;13.7348;37.7983;35.1678;76.4509;101.888;102.559;59.0589;101.974;115.64;83.1217;147.474;126.669;165.083;231.113;226.21;159.636;214.082;253.826;248.995;266.84;273.095;244.904;404.251;370.923;360.863;379.724;431.211;517.037;355.607;498.213;458.292;527.114;496.244;534.137;474.218;436.815;420.338;499.883;435.336;449.837;442.949;478.219;406.936;366.732;347.775;364.409;330.175;313.059;280.009;311.525;327.164;316.209;303.898;322.598;332.218;326.508;353.342;356.824;425.27;397.519;363.847;413.307;410.767;383.535;410.438;385.414;352.711;420.012;344.007;393.29;335.875;289.997;341.817;265.936;257.885;209.07;228.492;224.147;154.974;142.992;125.923;100.172;89.1025;57.7302;78.7159;62.8721;51.5434;42.9638;30.7946;25.9824;6.45691;19.7589;13.4425;0;6.95835;4.55215;280;20;FALSE;1;None;5;1;1;1;10.9373;9623.19;11.9709;542.469;1.2;IZO;Normal Scan;1.129;4.13645;1000;81.0795;111.268;86.3943;57.2549;2.05598;398.776;
2182;05/18/22;04:55:53;13.5;76.2;8.587105e-008;1.786739e-005;;0;0;30.0437;0;0;0;19.6307;0;32.505;0;54.9682;25.2116;38.3628;62.5993;71.3541;43.8171;112.234;138.177;111.882;88.5798;145.759;171.243;135.586;183.301;237.311;283.239;232.877;231.362;332.369;309.223;319.84;383.003;359.219;444.232;425.99;505.056;517.713;464.957;517.88;462.104;530.267;509.773;546.598;525.528;465.222;537.785;489.912;462.626;516.506;468.405;353.282;427.596;401.355;325.078;363.255;361.352;371.724;328.749;342.433;314.085;394.528;343.652;343.027;307.154;309.741;310.069;331.99;231.994;354.595;336.606;300;351.841;290.426;284.053;328.361;314.697;309.44;325.98;294.612;298.331;284.836;203.863;225.294;250.747;237.478;212.364;209.236;235.116;130.656;100.411;93.2073;107.831;82.4506;77.3098;70.1197;57.0061;34.4145;26.5515;18.7638;15.9387;12.9154;19.7613;10.0831;13.6284;3.47961;4.55271;280;20;FALSE;1;None;5;1;1;1;10.9223;9617.51;11.9709;542.469;1.2;IZO;Normal Scan;1.129;4.13645;1000;72.8904;103.352;79.912;55.2316;2.04219;394.254;
2183;05/18/22;05:00:53;13.5;76.3;8.571349e-008;1.786739e-005;;0;0;0;0;0;0;0;40.0943;28.4242;14.8205;27.4592;50.3794;23.437;43.6715;30.5567;43.8495;67.7982;119.931;95.8368;111.549;109.13;136.969;115.682;229.33;210.791;278.228;220.242;314.367;314.811;324.247;428.629;324.92;379.309;425.228;476.079;440.74;394.009;485.992;438.556;409.759;522.263;554.524;543.833;575.337;500.848;504.388;468.038;467.136;425.398;444.351;422.758;476.322;325.887;362.134;349.958;293.411;362.031;285.434;316.916;346.031;279.683;350.194;271.701;378.937;416.515;300.981;298.735;397.31;370.841;312.169;396.616;342.868;349.245;364.91;375.037;336.35;341.523;341.828;325.3;324.216;284.189;282.205;289.325;236.944;268.007;217.413;203.807;111.999;136.425;126.027;100.716;93.3256;87.6311;72.3225;61.4583;56.5692;30.3172;50.9859;26.216;38.0618;16.3266;19.7573;20.1621;6.81285;10.4367;7.05705;280;20;FALSE;1;None;5;1;1;1;10.942;9622.51;11.9709;542.469;1.2;IZO;Normal Scan;1.129;4.13645;1000;75.7626;106.452;82.4672;57.2549;2.04275;397.364;
2184;05/18/22;05:05:53;13.5;76.2;8.578094e-008;1.786739e-005;;0;33.4969;30.0219;0;0;0;0;0;16.2434;14.8265;41.2048;62.9977;58.6134;54.6082;101.889;71.6143;79.9286;96.75;177.286;111.178;141.155;78.8047;110.671;159.689;181.383;129.646;186.762;206.218;213.872;310.515;265.933;304.898;314.609;354.06;407.584;433.33;411.067;351.57;469.895;494.238;515.589;458.775;523.699;555.671;466.36;460.161;464.708;451.262;490.443;469.776;413.621;396.773;344.501;322.428;367.989;308.378;346.081;333.337;338.518;305.853;330.224;311.775;392.314;322.162;328.604;303.586;378.207;400.558;421.833;325.805;349.197;378.166;373.636;415.603;381.885;338.373;386.36;305.198;315.992;301.12;316.319;281.854;278.285;264.313;198.05;209.768;195.465;207.499;130.01;149.406;99.4341;118.671;86.7008;78.4816;61.5087;49.4953;40.5601;21.4821;24.0593;41.9828;19.3606;19.0247;11.2928;3.40672;7.26755;24.3883;280;20;FALSE;1;None;5;1;1;1;10.9335;9620.37;11.9709;542.469;1.2;IZO;Normal Scan;1.129;4.13645;1000;79.9084;109.526;84.9838;57.2549;2.05472;387.643;
2185;05/18/22;05:10:53;13.5;76.3;8.576969e-008;1.786739e-005;;0;0;0;0;0;0;19.6172;0;16.2422;14.8255;82.4043;37.7963;70.3319;98.2891;40.7535;72.94;107.011;55.7576;152.187;104.877;137.765;136.218;152.814;192.487;181.607;238.939;340.405;348.781;246.079;320.475;382.473;355.526;375.332;350.714;536.158;450.547;453.12;507.151;457.737;504.836;539.316;579.012;526.736;481.916;542.921;481.582;529.715;511.848;485.086;483.463;388.353;402.028;382.568;430.603;329.858;328.156;360.718;311.277;351.855;318.453;298.416;361.075;333.646;257.233;363.659;487.802;359.518;395.24;401.871;375.611;321.838;339.055;396.642;362.639;336.278;421.598;381.775;234.522;327.767;325.029;273.708;255.857;300.897;263.98;194.339;193.169;203.989;203.482;131.045;160.438;119.471;84.3332;59.6977;43.121;64.0204;45.7499;20.4627;26.4051;29.3793;12.7493;3.22843;13.1725;6.72118;3.40667;13.9166;0;280;20;FALSE;1;None;5;1;1;1;10.9349;9620.73;11.9709;542.469;1.2;IZO;Normal Scan;1.129;4.13645;1000;74.7672;103.842;80.8869;53.2798;2.03236;408.056;
2186;05/18/22;05:15:53;13.6;76.2;8.581919e-008;1.787224e-005;;0;0;0;0;0;0;0;17.8376;16.2478;0;68.6919;75.6154;70.3524;54.6203;40.7644;35.4278;68.2091;95.6269;73.3616;109.113;155.234;166.7;106.869;159.521;146.888;198.036;198.106;272.266;282.532;359.445;333.918;426.991;431.774;404.949;410.069;501.544;392.201;515.201;554.579;520.086;560.943;512.262;518.947;548.845;459.764;485.092;453.719;468.771;473.568;456.31;426.383;461.715;434.804;411.176;326.899;325.98;358.464;344.238;290.102;346.662;257.01;275.91;301.145;276.884;280.749;295.316;324.987;256.428;239.224;242.559;285.626;288.758;292.066;304.628;278.397;310.53;282.391;317.321;276.32;317.846;249.544;277.486;205.57;170.574;171.384;142.766;159.769;131.793;92.2965;69.5946;94.7577;68.944;73.9163;57.3862;37.7694;36.7866;54.4586;28.8744;20.0304;15.7065;9.92;18.562;14.6658;10.2207;13.9175;7.058;280;20;FALSE;1;None;5;1;1;1;10.9317;9621.77;11.9709;542.469;1.2;IZO;Normal Scan;1.129;4.13645;1000;70.8474;99.708;77.809;51.397;2.00256;372.895;
2187;05/18/22;05:20:53;13.6;76.1;8.594319e-008;1.787224e-005;;38.1738;0;0;0;23.9726;0;0;17.852;0;0;39.594;51.9588;38.0497;106.654;50.9865;102.308;83.0058;163.614;124.81;63.9365;83.3944;127.989;114.224;125.499;182.467;184.563;233.212;244.042;338.927;324.951;329;435.289;334.583;451.803;466.893;494.037;445.466;500.295;499.986;469.904;476.402;497.322;482.068;583.702;484.805;561.885;501.254;426.793;454.998;338.379;446.742;461.925;361.998;411.341;365.365;305.967;407.444;340.528;324.726;328.989;366.713;273.159;391.377;310.2;311.503;344.469;307.454;289.057;278.318;298.727;296.661;294.054;281.416;267.581;273.678;271.096;246.483;262.602;281.303;258.843;252.324;210.053;207.692;194.818;179.358;158.672;118.827;149.007;135.329;92.5005;76.8128;68.5709;49.8227;35.4537;52.1874;39.2032;27.2937;15.7783;17.7627;16.515;12.9166;6.58773;20.1681;13.6297;0;3.52956;280;20;FALSE;1;None;5;1;1;1;10.9162;9617.84;11.9709;542.469;1.2;IZO;Normal Scan;1.129;4.13645;1000;71.2762;98.3625;77.1251;57.2549;1.99684;373.65;
2188;05/18/22;05:25:53;13.6;76.3;8.580793e-008;1.787224e-005;;0;0;0;0;0;14.5806;45.6449;35.6726;16.2467;14.8294;27.475;25.2036;46.8988;48.6107;127.89;92.2367;31.4646;145.843;71.0267;200.077;152.877;194.255;168.096;169.826;212.26;220.824;268.972;269.099;401.947;308.229;361.969;417.986;495.799;518.925;459.677;455.522;540.666;539.794;506.537;587.256;542.564;640.242;592.556;591.555;544.733;559.611;469.591;493.106;532.692;406.811;457.039;414.482;387.938;445.252;432.354;336.085;360.097;290.825;291.922;313.925;353.749;331.422;286.297;331.169;317.852;274.822;344.087;312.171;284.615;309.887;318.659;321.164;262.956;283.435;265.884;241.533;249.795;282.286;201.753;229.403;199.285;233.102;157.096;173.987;176.194;119.382;125.243;120.548;117.187;87.7903;69.7903;78.2727;64.7136;43.8037;32.1786;14.8885;12.7008;33.1794;18.7623;3.18747;6.45719;6.58658;6.72152;12.7689;0.876698;0;280;20;FALSE;1;None;5;1;1;1;10.9331;9622.13;11.9709;542.469;1.2;IZO;Normal Scan;1.129;4.13645;1000;66.7462;92.9751;73.2745;53.2798;1.9712;390.863;
2189;05/18/22;05:30:53;13.5;76.3;8.576969e-008;1.786739e-005;;0;0;0;0;23.941;0;0;17.8312;64.9689;44.4765;13.734;62.9938;82.0539;43.684;77.4336;114.509;171.3;204.24;142.256;132.92;158.884;136.291;165.951;204.321;259.353;261.774;331.359;371.779;389.495;363.033;353.453;341.008;383.514;430.043;525.862;443.576;529.444;554.135;518.934;547.218;582.33;500.263;493.167;543.171;606.205;487.959;506.967;441.877;450.453;445.018;479.712;406.875;359.461;475.626;309.013;359.051;355.383;328.633;323.465;303.818;270.378;241.267;230.729;290.661;256.785;307.944;242.746;265.059;304.76;280.1;323.667;284.11;253.21;317.036;256.996;295.043;251.671;194.802;194.266;189.777;179.429;194.877;174.356;124.408;123.534;117.584;146.185;146.45;91.5095;67.4818;89.3901;89.2188;67.8631;43.5905;43.6816;27.1374;21.8221;22.7305;29.3793;31.8731;9.24623;16.9135;7.62216;9.30668;6.95831;0;280;20;FALSE;1;None;5;1;1;1;10.9349;9620.73;11.9709;542.469;1.2;IZO;Normal Scan;1.129;4.13645;1000;64.9172;92.1337;71.4661;59.3523;2.0094;380.59;
2190;05/18/22;05:35:53;13.5;76.2;8.582597e-008;1.786739e-005;;38.1323;0;0;0;0;0;19.6247;17.8377;16.2479;14.8305;27.477;75.616;30.2163;81.0902;101.912;59.657;114.01;135.731;177.722;90.2205;176.411;203.237;154.048;244.847;202.933;297.708;298.702;290.068;259.405;278.562;444.855;406.503;321.65;470.032;513.018;478.055;522.809;533.506;506.707;542.211;566.426;544.148;529.106;508.086;559.403;514.166;482.553;445.953;448.553;503.349;402.9;419.226;277.798;423.167;411.573;358.883;345.209;277.302;240.718;266.461;331.88;290.118;310.365;301.83;247.394;266.911;288.665;269.171;264.381;300.83;303.698;264.804;292.485;259.276;246.289;243.002;293.685;278.926;259.858;216.593;234.448;240.685;181.529;178.257;183.416;142.321;135.306;98.8226;91.7947;69.9904;84.1174;50.4625;55.1261;61.2114;34.9654;24.2092;27.2895;18.4143;25.0169;9.56264;3.22867;13.1735;4.24927;9.32012;24.3558;0;280;20;FALSE;1;None;5;1;1;1;10.9279;9618.94;11.9709;542.469;1.2;IZO;Normal Scan;1.129;4.13645;1000;66.2906;93.9716;73.1067;51.397;2.00817;378.156;
2191;05/18/22;05:40:53;13.5;76.3;8.573596e-008;1.786739e-005;;38.102;0;0;0;0;0;19.6127;35.6546;0;29.645;13.7314;25.1928;70.3193;43.6765;57.2005;115.06;85.9107;120.527;160.939;185.875;98.5722;116.358;160.082;210.577;145.968;208.51;203.763;280.771;240.511;315.147;257.723;384.692;359.963;315.216;406.619;454.383;411.563;469.775;443.747;522.527;537.559;437.768;496.211;460.391;482.303;433.978;420.907;475.873;423.439;382.338;388.943;403.096;378.868;351.038;310.141;356.656;308.807;292.044;292.262;379.9;283.842;294.397;282.564;277.164;302.617;268.419;274.565;275.317;319.906;307.906;277.152;239.526;311.591;280.663;224.147;325.956;271.777;247.407;201.895;234.403;153.338;155.178;188.131;151.514;103.947;158.38;109.037;114.189;74.2822;62.6029;47.2914;66.8748;42.6393;28.7461;40.9506;49.5265;13.2367;36.8243;12.507;15.7425;13.1091;2.11994;4.55752;3.40652;0;3.52863;280;20;FALSE;1;None;5;1;1;1;10.9392;9621.8;11.9709;542.469;1.2;IZO;Normal Scan;1.129;4.13645;1000;69.2719;95.1132;74.8259;51.397;1.98894;346.458;
2192;05/18/22;05:45:53;13.5;76.2;8.582597e-008;1.786739e-005;;0;0;0;0;0;0;19.6247;17.8377;0;59.322;27.477;25.2053;23.451;32.7724;50.9559;45.1136;32.7164;78.8568;65.8772;90.1082;63.2992;97.084;147.353;119.474;114.049;185.669;187.744;274.764;261.63;246.232;322.485;340.1;360.569;365.951;398.659;454.342;476.098;485.204;455.409;480.539;498.745;502.816;505.068;447.365;469.268;494.167;485.581;401.223;476.334;477.604;373.065;396.063;388.321;367.001;350.943;333.079;324.655;341.808;330.36;353.904;260.233;288.237;306.167;382.192;286.277;290.386;291.518;289.004;271.549;235.673;318.924;258.723;385.103;266.644;256.089;181.51;224.614;237.761;228.984;264.089;213.628;240.382;263.691;233.092;210.601;149.438;161.926;139.467;128.261;121.465;90.2996;63.8776;42.6444;57.4989;58.5078;50.622;58.1713;17.8474;12.5085;18.8911;22.8379;16.4668;7.61011;9.32012;3.47941;7.05806;280;20;FALSE;1;None;5;1;1;1;10.9279;9618.94;11.9709;542.469;1.2;IZO;Normal Scan;1.129;4.13645;1000;73.4819;102.656;80.5936;55.2316;1.98816;353.853;
2193;05/18/22;05:50:53;13.5;76.2;8.578094e-008;1.786739e-005;;0;33.4969;0;0;0;0;0;0;0;14.8265;41.2048;0;11.7227;10.9216;40.7557;16.5808;50.7285;70.6089;100.318;69.1417;85.5652;105.048;64.3023;148.946;170.932;183.362;174.992;198.583;171.579;227.988;240.374;288.858;339.122;359.687;389.073;450.278;446.613;399.952;498.697;436.273;433.742;437.959;369.638;455.006;443.23;463.265;362.463;491.289;463;463.746;359.779;375.536;390.09;389.767;383.174;317.734;356.264;322.23;325.544;377.157;362.066;313.197;316.447;294.559;317.701;357.425;315.613;299.665;347.522;312.042;336.579;380.682;351.213;315.27;274.475;300.659;269.866;283.557;212.46;272.378;261.142;256.084;264.049;204.915;170.202;167.774;147.667;136.453;112.054;111.361;90.1991;70.9151;61.9214;58.1224;46.4606;30.1249;36.9747;35.0073;51.2752;19.1242;15.6991;16.9181;3.36064;13.6269;6.95841;10.5865;280;20;FALSE;1;None;5;1;1;1;10.9335;9620.37;11.9709;542.469;1.2;IZO;Normal Scan;1.129;4.13645;1000;79.7027;106.803;84.593;47.8286;1.976;350.836;
2194;05/18/22;05:55:53;13.5;76.3;8.571349e-008;1.786739e-005;;0;0;0;0;0;0;0;0;0;0;13.7296;0;23.437;27.1808;56.1268;26.6793;15.1764;13.4427;51.9912;37.6539;36.4455;100.241;77.7019;96.3878;139.324;139.33;169.672;186.92;163.825;312.514;236.407;216.573;324.33;324.368;318.031;408.041;445.978;362.841;488.648;474.583;429.43;447.987;434.974;502.497;516.989;504.12;464.521;446.352;386.872;410.023;446.593;379.708;371.421;353.258;275.096;324.132;384.457;332.703;310.275;297.814;298.083;315.755;322.353;286.096;343.227;354.813;370.399;325.067;280.875;300.692;293.118;308.065;310.273;251.811;309.343;294.541;321.823;303.536;253.722;227.17;248.884;236.078;221.658;197.194;179.891;156.347;136.811;124.74;151.333;93.8349;77.2049;62.5872;88.8406;49.1134;43.8744;19.7688;29.0144;23.9043;12.5066;25.4967;25.8256;26.3431;6.7207;13.6257;0;12.6321;280;20;FALSE;1;None;5;1;1;1;10.942;9622.51;11.9709;542.469;1.2;IZO;Normal Scan;1.129;4.13645;1000;79.0009;107.062;85.6313;59.3523;1.9392;338.153;
2195;05/18/22;06:00:53;13.6;76.4;8.567310e-008;1.787224e-005;;0;0;0;0;23.9249;0;0;35.6413;0;14.8174;13.7269;12.5924;23.4326;10.9159;30.5514;27.431;42.0709;30.5182;96.0362;91.3327;21.5513;92.1558;105.287;131.081;112.626;82.8277;160.11;166.379;296.748;248.074;276.934;277.339;248.571;305.612;385.538;345.942;410.034;344.959;378.151;408.824;422.477;395.832;491.542;370.477;393.071;432.186;462.824;453.001;424.296;416.819;313.681;378.764;375.543;423.542;354.251;369.895;395.683;305.168;341.41;326.41;323.361;342.618;345.795;331.229;329.811;343.516;331.552;332.803;292.12;329.571;337.305;362.979;347.031;298.81;361.192;290.203;283.983;321.576;381.076;259.377;299.192;235.148;221.915;227.614;202.309;174.982;208.326;180.656;150.291;150.755;111.919;106.575;56.2352;78.2275;52.6465;67.433;38.104;36.9055;52.3796;22.3084;22.5962;13.1709;6.72035;10.2187;0;17.6417;280;20;FALSE;1;None;5;1;1;1;10.95;9626.4;11.9709;542.469;1.2;IZO;Normal Scan;1.129;4.13645;1000;85.1793;112.841;89.0817;55.2316;1.99602;349.825;
2196;05/18/22;06:05:53;13.4;76.3;8.569773e-008;1.786254e-005;;0;0;0;0;0;0;0;4.51286;12.1236;0;13.7279;0;11.7172;10.9167;40.738;7.13197;23.0051;23.0041;19.9294;46.3821;104.939;112.161;104.939;90.2999;138.127;177.929;143.343;197.169;189.537;234.864;309.136;285.732;296.837;293.254;327.376;364.956;366.763;374.107;420.185;441.711;434.011;375.146;451.163;432.675;408.608;394.063;409.03;487.331;401.053;407.635;345.055;367.584;361.598;364.284;299.673;318.261;306.373;289.558;392.517;317.375;285.839;326.885;387.283;346.233;408.343;491.666;382.289;388.751;384.423;334.984;404.354;449.111;417.454;437.034;402.782;401.89;441.351;429.706;475.342;477.34;461.087;458.029;421.718;365.256;300.884;316.298;241.52;246.016;238.788;200.276;200.545;124.748;117.987;86.6931;102.374;56.568;49.154;62.6131;29.3323;28.507;19.5472;28.4738;7.90591;3.40635;6.95767;10.5854;280;20;FALSE;1;None;5;1;1;1;10.941;9620.4;11.9709;542.469;1.2;IZO;Normal Scan;1.129;4.13645;1000;100.845;125.438;99.1585;126.346;2.02078;390.748;
2197;05/18/22;06:10:53;13.5;76.2;8.580345e-008;1.786739e-005;;38.1247;0;0;0;0;0;0;0;0;0;13.7367;0;11.7241;43.6916;20.3801;36.8429;0;6.56459;26.8411;0;24.1147;82.8824;63.7895;50.5883;79.6938;92.0688;119.541;102.022;194.466;234.645;161.146;255.549;240.442;324.2;324.826;333.374;314.953;387.38;374.036;365.809;394.673;433.497;419.134;355.684;449.443;506.564;371.577;429.006;317.339;454.906;407.98;372.058;337.649;366.255;378.317;327.425;276.671;358.306;362.22;354.642;312.66;377.912;395.806;380.871;409.529;336.284;365.452;423.253;409.319;425.575;434.103;427.675;501.133;465.074;479.264;441.569;498.567;472.683;457.311;464.859;467.908;474.856;381.632;398.694;427.025;346.122;334.244;263.896;248.558;217.046;237.03;196.093;153.194;126.969;93.8093;82.9303;79.2867;60.1444;47.6735;38.7489;25.3769;20.2204;17.6971;16.1284;3.47931;7.05786;280;20;FALSE;1;None;5;1;1;1;10.9307;9619.66;11.9709;542.469;1.2;IZO;Normal Scan;1.129;4.13645;1000;110.722;133.127;106.276;61.5265;1.99931;394.398;
2198;05/18/22;06:15:51;13.5;76.3;8.569102e-008;1.786739e-005;;0;0;0;0;0;0;0;0;0;0;0;0;0;16.3635;31.9415;2.6641;33.4621;31.0696;28.9653;20.0694;52.1126;68.5722;38.6559;39.1089;96.3527;60.2014;141.249;134.866;109.823;115.831;155.968;152.531;205.689;217.844;218.281;249.014;226.758;325.44;321.086;346.917;373.943;333.892;448.1;432.185;391.889;381.055;380.913;392.889;411.399;320.495;396.136;327.118;349.523;316.457;349.048;326.399;368.683;370.288;366.379;446.819;375.912;365.019;428.128;438.307;470.423;386.659;522.72;513.272;540.501;520.606;555.139;628.265;578.807;661.086;569.486;772.407;710.556;686.198;678.802;601.449;615.057;589.7;516.549;461.037;435.378;321.908;309.026;337.039;273.178;264.622;233.272;217.449;184.797;158.991;139.59;86.9695;94.8254;71.8175;59.7326;42.3086;28.6434;26.7602;27.8005;2.47525;10.4364;18.6654;280;20;FALSE;1;None;5;1;1;1;10.9448;9623.22;11.9709;542.469;1.2;IZO;Normal Scan;1.129;4.13645;1000;131.719;143.82;118.006;181.056;1.93383;429.003;
2199;05/18/22;06:20:51;13.5;76.2;8.578094e-008;1.786739e-005;;0;0;0;0;0;0;0;0;0;0;0;0;11.7227;21.8433;0;8.85502;24.6384;37.5069;14.0479;62.8334;44.5131;82.0711;111.831;102.34;75.5737;49.5098;136.706;178.802;144.444;177.452;195.636;157.389;181.024;238.351;277.528;311.499;306.266;324.858;322.147;359.199;315.455;336.197;304.155;354.223;412.511;371.485;420.789;375.569;384.535;416.439;385.221;412.413;338.665;401.768;303.135;344.329;319.863;330.249;340.472;291.05;291.097;389.214;310.164;305.484;274.72;342.787;378.136;396.727;402.282;326.988;390.192;439.339;470.767;514.724;536.169;499.881;604.898;576.93;484.666;567.866;534.772;506.282;461.887;404.562;425.244;340.651;290.342;309.315;225.794;179.97;197.402;179.328;141.791;86.8702;113.055;86.2733;43.5921;33.7576;37.0451;48.2977;38.7418;19.7591;26.8851;10.2202;3.78834;6.74411;280;20;FALSE;1;None;5;1;1;1;10.9335;9620.37;11.9709;542.469;1.2;IZO;Normal Scan;1.129;4.13645;1000;116.586;136.398;109.618;187.688;1.98982;380.82;
